Name,Specialization,Experience (years),Degrees,Address,City,State,Contact,Email,Rating,Popular Reviews,Hospital,Consultation Fee (INR)
Dr. Meera Ghosh,General Physician,11,MD,"123 Street, Dimapur, Nagaland",Dimapur,Nagaland,+91 7314787745,dr..meera.ghosh@dimapur.hospital.com,4.3,Highly recommended for specialized care.; Patient and compassionate treatment.; Highly professional and caring.,City General Hospital,1967
Dr. Naina Pathak,Psychiatrist,29,"DM, MD, PhD","123 Street, Mokokchung, Nagaland",Mokokchung,Nagaland,+91 8478519548,dr..naina.pathak@mokokchung.hospital.com,3.6,Patient and compassionate treatment.; Highly professional and caring.; Took time to address all concerns.,Global Care Hospital,1686
Dr. Raj Verma,Neurologist,27,"DNB, DM","123 Street, Mokokchung, Nagaland",Mokokchung,Nagaland,+91 7226500321,dr..raj.verma@mokokchung.hospital.com,4.2,Took time to address all concerns.; Highly professional and caring.; Highly recommended for specialized care.,City General Hospital,539
Dr. Kriti Chawla,Pediatrician,28,"PhD, MD, MCh","123 Street, Mokokchung, Nagaland",Mokokchung,Nagaland,+91 8970030949,dr..kriti.chawla@mokokchung.hospital.com,4.0,Highly professional and caring.; Patient and compassionate treatment.; Took time to address all concerns.,Global Care Hospital,815
Dr. Anjali Bhalla,General Physician,5,MBBS,"123 Street, Dimapur, Nagaland",Dimapur,Nagaland,+91 8963352902,dr..anjali.bhalla@dimapur.hospital.com,3.8,Explained the condition very clearly.; Highly recommended for specialized care.; Took time to address all concerns.,Global Care Hospital,368
Dr. Raj Mehta,Gynecologist,34,"DNB, DM","123 Street, Dimapur, Nagaland",Dimapur,Nagaland,+91 8640344392,dr..raj.mehta@dimapur.hospital.com,3.9,Highly recommended for specialized care.; Took time to address all concerns.; Explained the condition very clearly.,City General Hospital,1004
Dr. Siddharth Malhotra,Gynecologist,14,"DM, DNB","123 Street, Kohima, Nagaland",Kohima,Nagaland,+91 7619057735,dr..siddharth.malhotra@kohima.hospital.com,3.7,Took time to address all concerns.; Patient and compassionate treatment.; Highly professional and caring.,City General Hospital,1510
Dr. Eshaan Jain,Gynecologist,14,MCh,"123 Street, Kohima, Nagaland",Kohima,Nagaland,+91 7931185643,dr..eshaan.jain@kohima.hospital.com,3.9,Patient and compassionate treatment.; Explained the condition very clearly.; Highly recommended for specialized care.,Global Care Hospital,1769
Dr. Isha Nair,General Physician,24,"MCh, MD","123 Street, Mokokchung, Nagaland",Mokokchung,Nagaland,+91 8778625932,dr..isha.nair@mokokchung.hospital.com,4.4,Explained the condition very clearly.; Highly recommended for specialized care.; Highly professional and caring.,City General Hospital,397
Dr. Aman Joshi,General Physician,4,DM,"123 Street, Dimapur, Nagaland",Dimapur,Nagaland,+91 7126683335,dr..aman.joshi@dimapur.hospital.com,4.9,Took time to address all concerns.; Highly professional and caring.; Patient and compassionate treatment.,Global Care Hospital,922
Dr. Ashwin Joshi,Dermatologist,20,MCh,"123 Street, Dimapur, Nagaland",Dimapur,Nagaland,+91 9592906485,dr..ashwin.joshi@dimapur.hospital.com,4.8,Highly professional and caring.; Explained the condition very clearly.; Highly recommended for specialized care.,Global Care Hospital,760
Dr. Parth Sethi,Pediatrician,26,"PhD, MD, MS","123 Street, Mokokchung, Nagaland",Mokokchung,Nagaland,+91 7872521041,dr..parth.sethi@mokokchung.hospital.com,4.0,Explained the condition very clearly.; Took time to address all concerns.; Patient and compassionate treatment.,City General Hospital,1099
Dr. Aditya Bose,Psychiatrist,5,MS,"123 Street, Dimapur, Nagaland",Dimapur,Nagaland,+91 8050526839,dr..aditya.bose@dimapur.hospital.com,3.9,Highly professional and caring.; Took time to address all concerns.; Highly recommended for specialized care.,Global Care Hospital,1457
Dr. Neha Sethi,Dermatologist,18,"PhD, MS","123 Street, Kohima, Nagaland",Kohima,Nagaland,+91 8167419964,dr..neha.sethi@kohima.hospital.com,4.6,Patient and compassionate treatment.; Took time to address all concerns.; Highly recommended for specialized care.,City General Hospital,1105
Dr. Isha Nigam,Neurologist,33,"MCh, DNB","123 Street, Kohima, Nagaland",Kohima,Nagaland,+91 7628045315,dr..isha.nigam@kohima.hospital.com,4.6,Highly professional and caring.; Explained the condition very clearly.; Highly recommended for specialized care.,Global Care Hospital,1451
Dr. Kriti Pillai,Orthopedic,27,"DNB, MD","123 Street, Mokokchung, Nagaland",Mokokchung,Nagaland,+91 8980735894,dr..kriti.pillai@mokokchung.hospital.com,4.8,Took time to address all concerns.; Patient and compassionate treatment.; Explained the condition very clearly.,Global Care Hospital,1075
Dr. Ishaan Ojha,Neurologist,40,"MS, DNB","123 Street, Mokokchung, Nagaland",Mokokchung,Nagaland,+91 9243735919,dr..ishaan.ojha@mokokchung.hospital.com,3.7,Highly professional and caring.; Took time to address all concerns.; Highly recommended for specialized care.,Global Care Hospital,1138
Dr. Ishaan Dey,Cardiologist,40,MS,"123 Street, Mokokchung, Nagaland",Mokokchung,Nagaland,+91 8766178768,dr..ishaan.dey@mokokchung.hospital.com,4.5,Took time to address all concerns.; Explained the condition very clearly.; Highly professional and caring.,City General Hospital,1153
Dr. Ravi Thakur,ENT Specialist,7,"PhD, DNB","123 Street, Mokokchung, Nagaland",Mokokchung,Nagaland,+91 8339519407,dr..ravi.thakur@mokokchung.hospital.com,4.4,Highly professional and caring.; Patient and compassionate treatment.; Highly recommended for specialized care.,Global Care Hospital,331
Dr. Aarav Pathak,Ophthalmologist,25,PhD,"123 Street, Kohima, Nagaland",Kohima,Nagaland,+91 8583480628,dr..aarav.pathak@kohima.hospital.com,4.5,Highly recommended for specialized care.; Highly professional and caring.; Explained the condition very clearly.,Global Care Hospital,1537
Dr. Priya Nair,General Physician,34,"PhD, MS, MD","123 Street, Cuttack, Odisha",Cuttack,Odisha,+91 7073267531,dr..priya.nair@cuttack.hospital.com,4.6,Patient and compassionate treatment.; Took time to address all concerns.; Highly professional and caring.,Global Care Hospital,1911
Dr. Diya Menon,Pediatrician,22,MD,"123 Street, Cuttack, Odisha",Cuttack,Odisha,+91 7135026160,dr..diya.menon@cuttack.hospital.com,4.8,Highly professional and caring.; Patient and compassionate treatment.; Highly recommended for specialized care.,City General Hospital,1192
Dr. Anjali Mehta,Pediatrician,37,"DNB, MD","123 Street, Bhubaneswar, Odisha",Bhubaneswar,Odisha,+91 7752065449,dr..anjali.mehta@bhubaneswar.hospital.com,5.0,Highly recommended for specialized care.; Highly professional and caring.; Patient and compassionate treatment.,City General Hospital,1266
Dr. Karan Pandey,General Physician,39,"MBBS, DNB, DM","123 Street, Cuttack, Odisha",Cuttack,Odisha,+91 9972332868,dr..karan.pandey@cuttack.hospital.com,4.6,Highly professional and caring.; Patient and compassionate treatment.; Explained the condition very clearly.,City General Hospital,1452
Dr. Tara Singh,Psychiatrist,27,"DNB, MD, MS","123 Street, Cuttack, Odisha",Cuttack,Odisha,+91 8820965879,dr..tara.singh@cuttack.hospital.com,3.7,Explained the condition very clearly.; Patient and compassionate treatment.; Highly recommended for specialized care.,Global Care Hospital,1054
Dr. Kriti Jain,Dermatologist,26,"MD, DM","123 Street, Bhubaneswar, Odisha",Bhubaneswar,Odisha,+91 8036349062,dr..kriti.jain@bhubaneswar.hospital.com,4.3,Explained the condition very clearly.; Highly recommended for specialized care.; Highly professional and caring.,City General Hospital,1961
Dr. Naina Bose,Pediatrician,3,MBBS,"123 Street, Cuttack, Odisha",Cuttack,Odisha,+91 8197527052,dr..naina.bose@cuttack.hospital.com,3.9,Highly recommended for specialized care.; Took time to address all concerns.; Highly professional and caring.,City General Hospital,1153
Dr. Kiara Gupta,Neurologist,23,"PhD, DNB, DM","123 Street, Rourkela, Odisha",Rourkela,Odisha,+91 9375797751,dr..kiara.gupta@rourkela.hospital.com,4.7,Took time to address all concerns.; Highly professional and caring.; Highly recommended for specialized care.,City General Hospital,1760
Dr. Saanvi Roy,Orthopedic,6,"MBBS, MCh","123 Street, Bhubaneswar, Odisha",Bhubaneswar,Odisha,+91 8711134715,dr..saanvi.roy@bhubaneswar.hospital.com,4.8,Patient and compassionate treatment.; Took time to address all concerns.; Explained the condition very clearly.,Global Care Hospital,1093
Dr. Ishaan Nair,Neurologist,29,DM,"123 Street, Rourkela, Odisha",Rourkela,Odisha,+91 8861862948,dr..ishaan.nair@rourkela.hospital.com,4.7,Took time to address all concerns.; Patient and compassionate treatment.; Highly recommended for specialized care.,City General Hospital,1690
Dr. Meera Jain,Ophthalmologist,39,"MCh, MBBS","123 Street, Bhubaneswar, Odisha",Bhubaneswar,Odisha,+91 8340605369,dr..meera.jain@bhubaneswar.hospital.com,5.0,Explained the condition very clearly.; Highly professional and caring.; Patient and compassionate treatment.,Global Care Hospital,823
Dr. Nikhil Sharma,Psychiatrist,24,DM,"123 Street, Rourkela, Odisha",Rourkela,Odisha,+91 8129344633,dr..nikhil.sharma@rourkela.hospital.com,3.8,Explained the condition very clearly.; Patient and compassionate treatment.; Highly recommended for specialized care.,Global Care Hospital,419
Dr. Aman Jain,Orthopedic,26,"MCh, MS, DNB","123 Street, Bhubaneswar, Odisha",Bhubaneswar,Odisha,+91 7607677898,dr..aman.jain@bhubaneswar.hospital.com,4.9,Patient and compassionate treatment.; Highly professional and caring.; Explained the condition very clearly.,Global Care Hospital,832
Dr. Aarav Menon,General Physician,24,"MS, DNB","123 Street, Bhubaneswar, Odisha",Bhubaneswar,Odisha,+91 7538353024,dr..aarav.menon@bhubaneswar.hospital.com,4.5,Explained the condition very clearly.; Took time to address all concerns.; Patient and compassionate treatment.,City General Hospital,606
Dr. Harsh Bose,Pediatrician,21,"MS, DM, DNB","123 Street, Cuttack, Odisha",Cuttack,Odisha,+91 9596778966,dr..harsh.bose@cuttack.hospital.com,4.6,Took time to address all concerns.; Highly professional and caring.; Explained the condition very clearly.,Global Care Hospital,1354
Dr. Diya Bhalla,Neurologist,27,MD,"123 Street, Rourkela, Odisha",Rourkela,Odisha,+91 9761229605,dr..diya.bhalla@rourkela.hospital.com,4.0,Highly professional and caring.; Explained the condition very clearly.; Patient and compassionate treatment.,City General Hospital,1628
Dr. Advait Mehta,Ophthalmologist,5,"MBBS, DM","123 Street, Cuttack, Odisha",Cuttack,Odisha,+91 8273202750,dr..advait.mehta@cuttack.hospital.com,4.1,Highly recommended for specialized care.; Patient and compassionate treatment.; Highly professional and caring.,Global Care Hospital,1945
Dr. Ritu Kumar,Neurologist,40,DM,"123 Street, Bhubaneswar, Odisha",Bhubaneswar,Odisha,+91 8632103548,dr..ritu.kumar@bhubaneswar.hospital.com,3.5,Explained the condition very clearly.; Highly professional and caring.; Patient and compassionate treatment.,Global Care Hospital,1401
Dr. Simran Singh,Dermatologist,6,MD,"123 Street, Rourkela, Odisha",Rourkela,Odisha,+91 9357580989,dr..simran.singh@rourkela.hospital.com,4.3,Patient and compassionate treatment.; Highly recommended for specialized care.; Explained the condition very clearly.,City General Hospital,1827
Dr. Kiara Mathur,Orthopedic,12,"DM, MBBS, MS","123 Street, Cuttack, Odisha",Cuttack,Odisha,+91 8067114736,dr..kiara.mathur@cuttack.hospital.com,4.3,Explained the condition very clearly.; Highly professional and caring.; Patient and compassionate treatment.,Global Care Hospital,1122
Dr. Sia Nair,Neurologist,15,"PhD, MD, MCh","123 Street, Bhubaneswar, Odisha",Bhubaneswar,Odisha,+91 8291931680,dr..sia.nair@bhubaneswar.hospital.com,4.1,Took time to address all concerns.; Highly recommended for specialized care.; Highly professional and caring.,City General Hospital,492
Dr. Aditi Sharma,Pediatrician,26,"MCh, MD, MS","123 Street, Rourkela, Odisha",Rourkela,Odisha,+91 7606020474,dr..aditi.sharma@rourkela.hospital.com,3.9,Took time to address all concerns.; Highly recommended for specialized care.; Highly professional and caring.,City General Hospital,1081
Dr. Meera Mehta,Psychiatrist,33,"PhD, DM, MCh","123 Street, Bhubaneswar, Odisha",Bhubaneswar,Odisha,+91 9328387973,dr..meera.mehta@bhubaneswar.hospital.com,4.8,Highly professional and caring.; Explained the condition very clearly.; Highly recommended for specialized care.,Global Care Hospital,1216
Dr. Nikhil Nair,Cardiologist,7,"MBBS, DNB","123 Street, Cuttack, Odisha",Cuttack,Odisha,+91 7079641307,dr..nikhil.nair@cuttack.hospital.com,3.8,Patient and compassionate treatment.; Highly professional and caring.; Took time to address all concerns.,City General Hospital,1371
Dr. Saanvi Gupta,Cardiologist,39,MS,"123 Street, Cuttack, Odisha",Cuttack,Odisha,+91 7964137938,dr..saanvi.gupta@cuttack.hospital.com,4.5,Explained the condition very clearly.; Highly recommended for specialized care.; Patient and compassionate treatment.,City General Hospital,1049
Dr. Ravi Bose,Orthopedic,18,"MCh, MS","123 Street, Cuttack, Odisha",Cuttack,Odisha,+91 9865503776,dr..ravi.bose@cuttack.hospital.com,4.5,Took time to address all concerns.; Explained the condition very clearly.; Highly professional and caring.,Global Care Hospital,884
Dr. Kabir Chopra,Gynecologist,37,"DM, MCh","123 Street, Bhubaneswar, Odisha",Bhubaneswar,Odisha,+91 7946422429,dr..kabir.chopra@bhubaneswar.hospital.com,3.7,Patient and compassionate treatment.; Highly professional and caring.; Took time to address all concerns.,Global Care Hospital,576
Dr. Sia Ghosh,Psychiatrist,21,MS,"123 Street, Cuttack, Odisha",Cuttack,Odisha,+91 9104848634,dr..sia.ghosh@cuttack.hospital.com,4.7,Explained the condition very clearly.; Took time to address all concerns.; Highly professional and caring.,City General Hospital,1505
Dr. Arjun Chawla,Ophthalmologist,31,"DM, PhD, MBBS","123 Street, Rourkela, Odisha",Rourkela,Odisha,+91 9896330052,dr..arjun.chawla@rourkela.hospital.com,3.7,Took time to address all concerns.; Highly recommended for specialized care.; Patient and compassionate treatment.,City General Hospital,436
Dr. Niharika Sethi,General Physician,26,"MS, MCh","123 Street, Rourkela, Odisha",Rourkela,Odisha,+91 9569563102,dr..niharika.sethi@rourkela.hospital.com,3.6,Explained the condition very clearly.; Highly professional and caring.; Patient and compassionate treatment.,Global Care Hospital,1022
Dr. Vivaan Verma,Neurologist,20,"MBBS, MS","123 Street, Cuttack, Odisha",Cuttack,Odisha,+91 9291706212,dr..vivaan.verma@cuttack.hospital.com,4.6,Patient and compassionate treatment.; Took time to address all concerns.; Explained the condition very clearly.,Global Care Hospital,1086
Dr. Priya Pathak,Psychiatrist,30,DNB,"123 Street, Bhubaneswar, Odisha",Bhubaneswar,Odisha,+91 7256155690,dr..priya.pathak@bhubaneswar.hospital.com,4.5,Took time to address all concerns.; Highly recommended for specialized care.; Patient and compassionate treatment.,Global Care Hospital,478
Dr. Aditi Chopra,Neurologist,31,PhD,"123 Street, Bhubaneswar, Odisha",Bhubaneswar,Odisha,+91 7834174518,dr..aditi.chopra@bhubaneswar.hospital.com,3.8,Highly recommended for specialized care.; Highly professional and caring.; Patient and compassionate treatment.,Global Care Hospital,1812
Dr. Neha Patel,Orthopedic,31,"MBBS, PhD, DNB","123 Street, Rourkela, Odisha",Rourkela,Odisha,+91 7816189829,dr..neha.patel@rourkela.hospital.com,4.3,Patient and compassionate treatment.; Highly professional and caring.; Took time to address all concerns.,Global Care Hospital,1630
Dr. Raj Sharma,General Physician,36,"MBBS, MCh","123 Street, Cuttack, Odisha",Cuttack,Odisha,+91 8418217169,dr..raj.sharma@cuttack.hospital.com,4.8,Patient and compassionate treatment.; Highly recommended for specialized care.; Highly professional and caring.,Global Care Hospital,1040
Dr. Ashwin Nair,ENT Specialist,40,"PhD, MCh, DM","123 Street, Bhubaneswar, Odisha",Bhubaneswar,Odisha,+91 9062708301,dr..ashwin.nair@bhubaneswar.hospital.com,3.9,Highly recommended for specialized care.; Highly professional and caring.; Took time to address all concerns.,City General Hospital,722
Dr. Neha Das,Ophthalmologist,12,"MBBS, DM","123 Street, Rourkela, Odisha",Rourkela,Odisha,+91 7438433357,dr..neha.das@rourkela.hospital.com,3.6,Highly recommended for specialized care.; Patient and compassionate treatment.; Took time to address all concerns.,Global Care Hospital,1631
Dr. Naina Sethi,Neurologist,35,"MBBS, PhD","123 Street, Bhubaneswar, Odisha",Bhubaneswar,Odisha,+91 9009608190,dr..naina.sethi@bhubaneswar.hospital.com,4.1,Patient and compassionate treatment.; Highly recommended for specialized care.; Took time to address all concerns.,City General Hospital,733
